Name;Hm0 deep;Tp deep;Tm deep;Tm-1,0 deep;h deep;m;b;h;Hm0 toe;Tp toe;Tm toe;Tm-1,0 toe;ht;Bt;gf;cotad;cotau;cotaexcl;cotaincl;Rc;B;hb;tanaB;Bh;Ac;Gc;RF;CF;q
;m;s;s;s;m;;°;m;m;s;s;s;m;m;;;;;;m;m;m;;m;m;m;;;m3/s/m
506-081;;;;;0.7;10;0;0.16;0.09;1.626;1.355;1.478;0.16;0;0.7;0;0;0;0;0.13;0;0;0;0;0.13;0;2;3;6.79E-06
506-082;;;;;0.7;10;0;0.16;0.094;1.629;1.357;1.481;0.16;0;0.7;0;0;0;0;0.13;0;0;0;0;0.13;0;2;3;1.22E-05
506-083;;;;;0.7;10;0;0.16;0.097;1.617;1.348;1.47;0.16;0;0.7;0;0;0;0;0.13;0;0;0;0;0.13;0;2;3;2.12E-05
507-001;0.468;2.667;2.263;2.688;3;13;0;0.83;0.441;2.667;1.753;3.278;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;1;1;3.54E-04
507-002;0.427;2.667;2.265;2.719;3;13;0;0.83;0.414;2.667;1.846;3.224;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;1;1;2.39E-04
507-003;0.358;2.667;2.27;2.664;3;13;0;0.83;0.355;2.667;1.958;3.015;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;1;1;8.53E-05
507-004;0.228;2.667;2.26;2.585;3;13;0;0.83;0.229;2.667;2.181;2.748;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;4;1;1.04E-03
507-005;0.494;3.2;2.677;3.118;3;13;0;0.83;0.498;3.2;1.843;3.587;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;1;1;6.50E-04
507-006;0.339;3.2;2.689;3.102;3;13;0;0.83;0.362;3.2;2.2;3.318;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;1;1;7.02E-05
507-007;0.607;3.368;2.866;3.488;3;13;0;0.83;0.603;3.368;1.761;4.462;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;1;1;1.45E-03
507-008;0.467;3.765;3.159;3.848;3;13;0;0.83;0.516;3.765;2.073;4.34;0.83;0;1;0.1;0.1;0.1;0.1;1.16;0;0;0;0;1.16;0;1;1;7.48E-04
507-009;0.275;2.065;1.75;2.06;3;13;0;0.83;0.258;2.065;1.714;2.349;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;5.37E-06
507-010;0.468;2.667;2.263;2.688;3;13;0;0.83;0.441;2.667;1.753;3.278;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;2.16E-04
507-011;0.427;2.667;2.265;2.719;3;13;0;0.83;0.414;2.667;1.846;3.224;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;1.60E-04
507-012;0.358;2.667;2.27;2.664;3;13;0;0.83;0.355;2.667;1.958;3.015;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;4.93E-05
507-013;0.642;3.2;2.666;3.162;3;13;0;0.83;0.585;3.2;1.768;4.234;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;8.73E-04
507-014;0.57;3.2;2.672;3.138;3;13;0;0.83;0.548;3.2;1.755;3.887;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;8.40E-04
507-015;0.494;3.2;2.677;3.118;3;13;0;0.83;0.498;3.2;1.843;3.587;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;5.25E-04
507-016;0.339;3.2;2.689;3.102;3;13;0;0.83;0.362;3.2;2.2;3.318;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;4.06E-05
507-017;0.467;3.765;3.159;3.848;3;13;0;0.83;0.516;3.765;2.073;4.34;0.83;0;1;0.1;0.1;0.1;0.1;1.4;0;0;0;0;1.4;0;1;1;5.97E-04
507-018;0.281;2.065;1.75;2.029;2.7;13;0;0.53;0.261;1.939;1.463;2.4;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;7.65E-06
507-019;0.247;2.065;1.752;2.046;2.7;13;0;0.53;0.234;1.939;1.511;2.404;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;2.17E-06
507-020;0.45;2.667;2.246;2.655;2.7;13;0;0.53;0.39;2.667;1.388;3.828;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;1.93E-04
507-021;0.411;2.667;2.255;2.65;2.7;13;0;0.53;0.372;2.667;1.379;3.568;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;1.49E-04
507-022;0.36;2.667;2.261;2.635;2.7;13;0;0.53;0.35;2.667;1.424;3.197;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;8.73E-05
507-023;0.232;2.667;2.248;2.663;2.7;13;0;0.53;0.249;2.667;1.788;3.004;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;7.11E-06
507-024;0.643;3.2;2.635;3.203;2.7;13;0;0.53;0.451;3.2;1.437;5.99;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;5.40E-04
507-025;0.571;3.2;2.644;3.17;2.7;13;0;0.53;0.43;3.2;1.429;5.133;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;5.30E-04
507-026;0.499;3.2;2.658;3.153;2.7;13;0;0.53;0.412;3.2;1.426;4.887;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;4.15E-04
507-027;0.342;3.2;2.669;3.126;2.7;13;0;0.53;0.34;3.2;1.469;3.781;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;1.42E-04
507-028;0.522;3.368;2.829;3.416;2.7;13;0;0.53;0.446;4;1.405;5.44;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;5.29E-04
507-029;0.474;3.765;3.113;3.854;2.7;13;0;0.53;0.455;4;1.458;5.47;0.53;0;1;0.1;0.1;0.1;0.1;1.46;0;0;0;0;1.46;0;1;1;4.03E-04
507-030;0.26;2.065;1.742;1.953;3.45;13;0;1.28;0.256;2.065;1.767;1.981;1.28;0;1;0.1;0.1;0.1;0.1;0.71;0;0;0;0;0.71;0;1;1;1.91E-05
507-031;0.231;2.065;1.737;1.946;3.45;13;0;1.28;0.226;2.065;1.757;1.959;1.28;0;1;0.1;0.1;0.1;0.1;0.71;0;0;0;0;0.71;0;1;1;9.01E-06
507-032;0.426;2.667;2.252;2.563;3.45;13;0;1.28;0.423;2.667;2.233;2.625;1.28;0;1;0.1;0.1;0.1;0.1;0.71;0;0;0;0;0.71;0;1;1;3.55E-04
507-033;0.387;2.667;2.252;2.56;3.45;13;0;1.28;0.383;2.667;2.223;2.606;1.28;0;1;0.1;0.1;0.1;0.1;0.71;0;0;0;0;0.71;0;1;1;8.55E-05
507-034;0.226;2.667;2.233;2.519;3.45;13;0;1.28;0.225;2.667;2.228;2.531;1.28;0;1;0.1;0.1;0.1;0.1;0.71;0;0;0;0;0.71;0;1;1;4.40E-07
507-035;0.538;3.2;2.65;3.205;3.45;13;0;1.28;0.534;3.2;2.555;3.451;1.28;0;1;0.1;0.1;0.1;0.1;0.71;0;0;0;0;0.71;0;1;1;6.55E-04
507-036;0.318;3.2;2.636;3.091;3.45;13;0;1.28;0.317;3.2;2.602;3.214;1.28;0;1;0.1;0.1;0.1;0.1;0.71;0;0;0;0;0.71;0;1;1;3.70E-05
507-037;0.426;2.667;2.252;2.563;3.45;13;0;1.28;0.423;2.667;2.233;2.625;1.28;0;1;0.1;0.1;0.1;0.1;0.95;0;0;0;0;0.95;0;1;1;1.69E-04
507-038;0.387;2.667;2.252;2.56;3.45;13;0;1.28;0.383;2.667;2.223;2.606;1.28;0;1;0.1;0.1;0.1;0.1;0.95;0;0;0;0;0.95;0;1;1;1.04E-04
507-039;0.337;2.667;2.256;2.54;3.45;13;0;1.28;0.337;2.667;2.234;2.578;1.28;0;1;0.1;0.1;0.1;0.1;0.95;0;0;0;0;0.95;0;1;1;3.55E-05
507-040;0.538;3.2;2.65;3.205;3.45;13;0;1.28;0.534;3.2;2.555;3.451;1.28;0;1;0.1;0.1;0.1;0.1;0.95;0;0;0;0;0.95;0;1;1;8.89E-04
507-041;0.467;3.2;2.242;3.157;3.45;13;0;1.28;0.465;3.2;2.422;3.361;1.28;0;1;0.1;0.1;0.1;0.1;0.95;0;0;0;0;0.95;0;1;1;3.31E-04
507-042;0.318;3.2;2.636;3.091;3.45;13;0;1.28;0.317;3.2;2.602;3.214;1.28;0;1;0.1;0.1;0.1;0.1;0.95;0;0;0;0;0.95;0;1;1;1.92E-06
507-043;0.493;3.765;3.153;3.958;3.45;13;0;1.28;0.512;3.765;2.968;4.182;1.28;0;1;0.1;0.1;0.1;0.1;0.95;0;0;0;0;0.95;0;1;1;5.07E-04
508-001;0.099;1.187;0.913;1.094;0.712;1000;0;0.212;0.084;1.187;0.756;1.092;0.212;0;1;0;-5;-0.82;-0.82;0.1;0;-0.033;0;0;0.058;0;1;1;8.91E-06
508-002;0.098;1.437;0.83;1.125;0.712;1000;0;0.212;0.081;1.343;0.744;1.191;0.212;0;1;0;-5;-0.85;-0.85;0.1;0;-0.033;0;0;0.058;0;1;1;1.78E-05
508-003;0.129;1.321;1.016;1.23;0.712;1000;0;0.212;0.107;1.321;0.737;1.263;0.212;0;1;0;-5;-0.68;-0.68;0.1;0;-0.033;0;0;0.058;0;1;1;6.50E-05
508-005;0.091;1.638;1.137;1.435;0.712;1000;0;0.212;0.08;1.638;0.858;1.402;0.212;0;1;0;-5;-0.86;-0.86;0.1;0;-0.033;0;0;0.058;0;1;1;2.49E-05
508-006;0.115;1.743;1.234;1.582;0.712;1000;0;0.212;0.103;1.743;0.874;1.529;0.212;0;1;0;-5;-0.7;-0.7;0.1;0;-0.033;0;0;0.058;0;1;1;9.16E-05
508-007;0.071;1.412;1.024;1.276;0.712;1000;0;0.212;0.061;1.365;0.812;1.253;0.212;0;1;0;-5;-1.08;-1.08;0.1;0;-0.033;0;0;0.058;0;1;1;8.34E-06
508-008;0.098;1.187;0.918;1.099;0.712;1000;0;0.212;0.085;1.187;0.757;1.096;0.212;0;1;0;-5;-0.82;-0.82;0.141;0;-0.033;0;0;0.058;0;1;1;1.29E-06
508-009;0.101;1.412;0.827;1.118;0.712;1000;0;0.212;0.081;1.343;0.738;1.211;0.212;0;1;0;-5;-0.85;-0.85;0.141;0;-0.033;0;0;0.058;0;1;1;4.56E-06
508-010;0.129;1.321;1.015;1.229;0.712;1000;0;0.212;0.107;1.321;0.735;1.262;0.212;0;1;0;-5;-0.68;-0.68;0.141;0;-0.033;0;0;0.058;0;1;1;2.34E-05
508-011;0.094;1.606;1.142;1.429;0.712;1000;0;0.212;0.085;1.638;0.854;1.391;0.212;0;1;0;-5;-0.82;-0.82;0.141;0;-0.033;0;0;0.058;0;1;1;1.13E-05
508-012;0.117;1.743;1.239;1.579;0.712;1000;0;0.212;0.105;1.743;0.87;1.514;0.212;0;1;0;-5;-0.69;-0.69;0.141;0;-0.033;0;0;0.058;0;1;1;4.59E-05
508-013;0.076;1.412;1.025;1.273;0.712;1000;0;0.212;0.064;1.321;0.808;1.267;0.212;0;1;0;-5;-1.03;-1.03;0.141;0;-0.033;0;0;0.058;0;1;1;5.82E-06
508-014;0.103;1.187;0.913;1.096;0.712;1000;0;0.212;0.088;1.187;0.759;1.099;0.212;0;1;0;-5;-0.8;-0.8;0.183;0;-0.033;0;0;0.058;0;1;1;2.33E-07
508-015;0.101;1.437;0.836;1.125;0.712;1000;0;0.212;0.084;1.343;0.746;1.223;0.212;0;1;0;-5;-0.83;-0.83;0.183;0;-0.033;0;0;0.058;0;1;1;1.39E-06
508-016;0.132;1.321;1.019;1.237;0.712;1000;0;0.212;0.107;1.321;0.741;1.282;0.212;0;1;0;-5;-0.67;-0.67;0.183;0;-0.033;0;0;0.058;0;1;1;9.56E-06
508-017;0.093;1.606;1.13;1.442;0.712;1000;0;0.212;0.083;1.638;0.859;1.452;0.212;0;1;0;-5;-0.84;-0.84;0.183;0;-0.033;0;0;0.058;0;1;1;3.57E-06
508-018;0.119;1.743;1.228;1.577;0.712;1000;0;0.212;0.105;1.743;0.875;1.522;0.212;0;1;0;-5;-0.68;-0.68;0.183;0;-0.033;0;0;0.058;0;1;1;2.34E-05
508-019;0.118;1.743;1.23;1.575;0.712;1000;0;0.212;0.104;1.743;0.874;1.519;0.212;0;1;0;-5;-0.69;-0.69;0.183;0;-0.033;0;0;0.058;0;1;1;2.05E-05
508-020;0.076;1.412;1.016;1.268;0.712;1000;0;0.212;0.064;1.321;0.805;1.257;0.212;0;1;0;-5;-1.03;-1.03;0.183;0;-0.033;0;0;0.058;0;1;1;1.04E-06
508-021;0.101;1.187;0.917;1.097;0.7;1000;0;0.2;0.085;1.187;0.736;1.133;0.2;0;1;0;-5;-0.45;-0.45;0.1;0;-0.046;0;0;0.058;0;1;1;2.00E-05
508-022;0.101;1.437;0.838;1.127;0.7;1000;0;0.2;0.08;1.388;0.719;1.221;0.2;0;1;0;-5;-0.47;-0.47;0.1;0;-0.046;0;0;0.058;0;1;1;3.25E-05
508-023;0.134;1.321;1.039;1.245;0.7;1000;0;0.2;0.105;1.3;0.712;1.279;0.2;0;1;0;-5;-0.37;-0.37;0.1;0;-0.046;0;0;0.058;0;1;1;1.03E-04
508-024;0.082;1.037;0.843;0.999;0.7;1000;0;0.2;0.066;1.037;0.74;1.031;0.2;0;1;0;-5;-0.56;-0.56;0.1;0;-0.046;0;0;0.058;0;1;1;4.69E-07
508-025;0.095;1.638;1.152;1.438;0.7;1000;0;0.2;0.082;1.638;0.828;1.412;0.2;0;1;0;-5;-0.46;-0.46;0.1;0;-0.046;0;0;0.058;0;1;1;6.02E-05
508-026;0.109;1.781;1.256;1.575;0.7;1000;0;0.2;0.096;1.743;0.843;1.557;0.2;0;1;0;-5;-0.4;-0.4;0.1;0;-0.046;0;0;0.058;0;1;1;1.10E-04
508-027;0.078;1.365;1.039;1.279;0.7;1000;0;0.2;0.066;1.365;0.808;1.271;0.2;0;1;0;-5;-0.56;-0.56;0.1;0;-0.046;0;0;0.058;0;1;1;2.31E-05
508-028;0.105;1.187;0.931;1.099;0.729;1000;0;0.229;0.09;1.187;0.807;1.107;0.229;0;1;0;-5;-1.18;-1.18;0.1;0;-0.017;0;0;0.058;0;1;1;2.60E-06
508-029;0.094;1.412;0.855;1.196;0.729;1000;0;0.229;0.079;1.412;0.801;1.317;0.229;0;1;0;-5;-1.3;-1.3;0.1;0;-0.017;0;0;0.058;0;1;1;1.45E-05
508-030;0.14;1.321;1.027;1.234;0.729;1000;0;0.229;0.116;1.321;0.788;1.266;0.229;0;1;0;-5;-0.97;-0.97;0.1;0;-0.017;0;0;0.058;0;1;1;4.80E-05
508-032;0.096;1.606;1.138;1.427;0.729;1000;0;0.229;0.086;1.638;0.926;1.386;0.229;0;1;0;-5;-1.22;-1.22;0.1;0;-0.017;0;0;0.058;0;1;1;3.22E-05
508-033;0.12;1.743;1.23;1.569;0.729;1000;0;0.229;0.109;1.743;0.933;1.51;0.229;0;1;0;-5;-1.01;-1.01;0.1;0;-0.017;0;0;0.058;0;1;1;9.16E-05
508-034;0.078;1.388;1.029;1.274;0.729;1000;0;0.229;0.066;1.489;0.84;1.245;0.229;0;1;0;-5;-1.49;-1.49;0.1;0;-0.017;0;0;0.058;0;1;1;5.33E-06
508-035;0.099;1.187;0.919;1.104;0.672;1000;0;0.172;0.083;1.187;0.712;1.213;0.172;0;1;0;-5;-0.84;-0.84;0.1;0;-0.033;0;0;0.058;0;1;1;6.27E-06
508-036;0.1;1.437;0.838;1.135;0.672;1000;0;0.172;0.083;1.412;0.716;1.307;0.172;0;1;0;-5;-0.83;-0.83;0.1;0;-0.033;0;0;0.058;0;1;1;1.43E-05
508-037;0.128;1.321;1.026;1.237;0.672;1000;0;0.172;0.097;1.321;0.697;1.271;0.172;0;1;0;-5;-0.73;-0.73;0.1;0;-0.033;0;0;0.058;0;1;1;3.95E-05
508-038;0.08;1.078;0.84;1.009;0.672;1000;0;0.172;0.065;1.078;0.688;1.05;0.172;0;1;0;-5;-1.02;-1.02;0.1;0;-0.033;0;0;0.058;0;1;1;2.25E-08
508-039;0.092;1.638;1.139;1.433;0.672;1000;0;0.172;0.079;1.638;0.779;1.468;0.172;0;1;0;-5;-0.87;-0.87;0.1;0;-0.033;0;0;0.058;0;1;1;1.62E-05
508-040;0.113;1.781;1.242;1.574;0.672;1000;0;0.172;0.094;1.781;0.79;1.618;0.172;0;1;0;-5;-0.75;-0.75;0.1;0;-0.033;0;0;0.058;0;1;1;4.00E-05
508-041;0.075;1.365;1.022;1.273;0.672;1000;0;0.172;0.067;1.365;0.752;1.289;0.172;0;1;0;-5;-1;-1;0.1;0;-0.033;0;0;0.058;0;1;1;7.60E-06
508-042;0.084;1.064;0.841;1.001;0.712;1000;0;0.212;0.071;1.037;0.765;1.046;0.212;0;1;0;-5;-0.95;-0.95;0.06;0;0.007;0;0;0.018;0;1;1;7.28E-05
508-043;0.104;1.187;0.926;1.098;0.712;1000;0;0.212;0.088;1.187;0.764;1.168;0.212;0;1;0;-5;-0.8;-0.8;0.101;0;0.007;0;0;0.018;0;1;1;7.39E-05
508-044;0.082;1.037;0.842;1;0.712;1000;0;0.212;0.07;1.037;0.766;1.02;0.212;0;1;0;-5;-0.96;-0.96;0.101;0;0.007;0;0;0.018;0;1;1;1.23E-05
508-045;0.103;1.187;0.909;1.097;0.712;1000;0;0.212;0.085;1.187;0.746;1.134;0.212;0;1;0;-5;-0.82;-0.82;0.08;0;-0.013;0;0;0.038;0;1;1;4.60E-05
508-046;0.078;1.437;0.825;1.121;0.712;1000;0;0.212;0.061;1.517;0.742;1.244;0.212;0;1;0;-5;-1.07;-1.07;0.08;0;-0.013;0;0;0.038;0;1;1;9.43E-05
508-047;0.083;1.107;0.839;1.001;0.712;1000;0;0.212;0.069;1.037;0.743;1.003;0.212;0;1;0;-5;-0.98;-0.98;0.08;0;-0.013;0;0;0.038;0;1;1;3.15E-06
508-048;0.093;1.638;1.127;1.432;0.712;1000;0;0.212;0.078;1.638;0.846;1.433;0.212;0;1;0;-5;-0.88;-0.88;0.08;0;-0.013;0;0;0.038;0;1;1;1.17E-04
508-049;0.075;1.412;1.019;1.278;0.712;1000;0;0.212;0.061;1.321;0.802;1.293;0.212;0;1;0;-5;-1.08;-1.08;0.08;0;-0.013;0;0;0.038;0;1;1;5.51E-05
508-050;0.102;1.187;0.907;1.101;0.712;1000;0;0.212;0.082;1.187;0.746;1.084;0.212;0;1;0;-5;-0.84;-0.84;0.121;0;-0.013;0;0;0.038;0;1;1;1.31E-05
508-051;0.081;1.037;0.833;0.997;0.712;1000;0;0.212;0.065;1.037;0.746;1.015;0.212;0;1;0;-5;-1.02;-1.02;0.121;0;-0.013;0;0;0.038;0;1;1;1.55E-07
509-001;0.088;0.813;0.765;0.781;0.692;50;0;0.138;0.05;0.853;0.812;0.883;0.138;0;1;1.56;0;0.63;1.17;0.153;0.1;0.057;0;0.1;0.053;0.025;1;1;3.15E-06
509-002;0.09;0.813;0.765;0.782;0.699;50;0;0.145;0.052;0.868;0.816;0.882;0.145;0;1;1.56;0;0.65;1.18;0.146;0.1;0.064;0;0.1;0.046;0.025;1;1;5.57E-06
509-003;0.097;0.826;0.794;0.81;0.702;50;0;0.148;0.055;0.868;0.843;0.924;0.148;0;1;1.56;0;0.67;1.19;0.143;0.1;0.067;0;0.1;0.043;0.025;1;1;7.96E-06
509-004;0.097;0.826;0.794;0.81;0.701;50;0;0.148;0.055;0.868;0.843;0.924;0.148;0;1;1.56;0;0.67;1.19;0.144;0.1;0.067;0;0.1;0.044;0.025;1;1;7.96E-06
509-005;0.097;0.826;0.794;0.81;0.699;50;0;0.145;0.055;0.868;0.843;0.924;0.145;0;1;1.56;0;0.67;1.19;0.146;0.1;0.064;0;0.1;0.046;0.025;1;1;7.96E-06
509-006;0.093;0.8;0.791;0.806;0.693;50;0;0.14;0.052;0.868;0.834;0.922;0.14;0;1;1.56;0;0.65;1.18;0.152;0.1;0.059;0;0.1;0.052;0.025;1;1;3.81E-06
509-007;0.094;0.8;0.769;0.787;0.705;50;0;0.131;0.052;0.868;0.828;0.901;0.131;0;1;1.56;0;0.65;1.18;0.16;0.1;0.05;0;0.1;0.06;0.025;1;1;2.15E-06
509-008;0.092;0.826;0.791;0.805;0.693;50;0;0.119;0.049;0.868;0.817;0.918;0.119;0;1;1.56;0;0.63;1.17;0.172;0.1;0.038;0;0.1;0.072;0.025;1;1;8.55E-07
509-009;0.097;0.853;0.81;0.83;0.701;50;0;0.107;0.044;0.868;0.844;0.976;0.107;0;1;1.56;0;0.65;1.28;0.184;0.1;0.026;0;0.1;0.084;0.025;1;1;7.50E-07
509-010;0.086;0.8;0.787;0.799;0.687;50;0;0.093;0.04;0.868;0.818;0.947;0.093;0;1;1.56;0;0.71;1.47;0.198;0.1;0.012;0;0.1;0.098;0.025;1;1;3.88E-08
509-011;0.114;0.853;0.816;0.846;0.705;50;0;0.149;0.062;0.914;0.892;0.968;0.149;0;1;1.56;0;0.71;1.21;0.142;0.1;0.068;0;0.1;0.042;0.025;1;1;1.55E-05
509-012;0.112;0.853;0.818;0.843;0.708;50;0;0.151;0.062;0.914;0.885;0.963;0.151;0;1;1.56;0;0.71;1.21;0.14;0.1;0.07;0;0.1;0.04;0.025;1;1;1.43E-05
509-013;0.112;0.853;0.818;0.843;0.708;50;0;0.151;0.062;0.914;0.885;0.963;0.151;0;1;1.56;0;0.71;1.21;0.14;0.1;0.07;0;0.1;0.04;0.025;1;1;1.43E-05
509-014;0.114;0.853;0.816;0.846;0.705;50;0;0.149;0.062;0.914;0.892;0.968;0.149;0;1;1.56;0;0.71;1.21;0.142;0.1;0.068;0;0.1;0.042;0.025;1;1;1.55E-05
509-015;0.096;0.948;0.894;0.931;0.692;50;0;0.136;0.052;1.004;0.917;1.048;0.136;0;1;1.56;0;0.65;1.18;0.156;0.1;0.055;0;0.1;0.056;0.025;1;1;4.18E-06
509-016;0.089;1.089;0.946;1.008;0.698;50;0;0.111;0.041;1.138;0.923;1.152;0.111;0;1;1.56;0;0.63;1.28;0.18;0.1;0.03;0;0.1;0.08;0.025;1;1;5.30E-07
509-017;0.088;0.966;0.89;0.93;0.692;50;0;0.098;0.039;1.089;0.889;1.098;0.098;0;1;1.56;0;0.68;1.42;0.193;0.1;0.017;0;0.1;0.093;0.025;1;1;2.36E-07
509-018;0.082;1.004;0.9;0.954;0.685;50;0;0.091;0.036;1.089;0.891;1.129;0.091;0;1;1.56;0;0.71;1.56;0.2;0.1;0.01;0;0.1;0.1;0.025;1;1;5.76E-08
510-001;0.113;1.743;1.451;1.634;0.727;1000;0;0.727;0.113;1.743;1.451;1.634;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0.089;1;1;6.28E-04
510-002;0.106;1.365;1.15;1.273;0.727;1000;0;0.727;0.106;1.365;1.15;1.273;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0.089;1;1;2.75E-04
510-003;0.105;1.138;1.015;1.096;0.727;1000;0;0.727;0.105;1.138;1.015;1.096;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0.089;1;1;1.56E-04
510-004;0.089;1.575;1.279;1.429;0.727;1000;0;0.727;0.089;1.575;1.279;1.429;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0.089;1;1;1.26E-04
510-005;0.11;1.743;1.457;1.639;0.673;1000;0;0.673;0.11;1.743;1.457;1.639;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;8.49E-05
510-006;0.102;1.365;1.146;1.274;0.673;1000;0;0.673;0.102;1.365;1.146;1.274;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;2.24E-05
510-007;0.106;1.138;1.019;1.097;0.673;1000;0;0.673;0.106;1.138;1.019;1.097;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;1.23E-05
510-008;0.09;1.575;1.283;1.433;0.673;1000;0;0.673;0.09;1.575;1.283;1.433;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;1.11E-05
510-009;0.103;1.138;1.016;1.095;0.673;1000;0;0.673;0.103;1.138;1.016;1.095;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;1.09E-05
510-010;0.078;1.037;0.886;0.951;0.727;1000;0;0.727;0.078;1.037;0.886;0.951;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0.089;1;1;5.84E-06
510-011;0.09;1.321;1.071;1.184;0.673;1000;0;0.673;0.09;1.321;1.071;1.184;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;4.84E-06
510-012;0.071;1.092;0.951;1.041;0.727;1000;0;0.727;0.071;1.092;0.951;1.041;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0.089;1;1;2.53E-06
510-013;0.09;1.092;0.952;1.027;0.673;1000;0;0.673;0.09;1.092;0.952;1.027;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;1.28E-06
510-014;0.06;1.321;1.025;1.156;0.727;1000;0;0.727;0.06;1.321;1.025;1.156;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0.089;1;1;4.10E-07
510-015;0.076;1.092;0.959;1.047;0.673;1000;0;0.673;0.076;1.092;0.959;1.047;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0.089;1;1;2.61E-07
510-017;0.113;1.743;1.456;1.639;0.673;1000;0;0.673;0.113;1.743;1.456;1.639;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0;1;4;8.78E-05
510-018;0.107;1.365;1.149;1.275;0.673;1000;0;0.673;0.107;1.365;1.149;1.275;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0;1;4;2.73E-05
510-019;0.091;1.575;1.28;1.431;0.673;1000;0;0.673;0.091;1.575;1.28;1.431;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0;1;4;1.13E-05
510-020;0.08;1.037;0.885;0.95;0.727;1000;0;0.727;0.08;1.037;0.885;0.95;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0;1;4;7.29E-06
510-021;0.074;1.092;0.946;1.039;0.727;1000;0;0.727;0.074;1.092;0.946;1.039;0.727;0;0.44;1.5;1.5;1.5;1.5;0.086;0;0;0;0;0.086;0;1;4;4.53E-06
510-022;0.091;1.092;0.951;1.027;0.673;1000;0;0.673;0.091;1.092;0.951;1.027;0.673;0;0.44;1.5;1.5;1.5;1.5;0.14;0;0;0;0;0.14;0;1;4;1.76E-06
